"co_seq_procedimento","co_procedimento","co_grupo","co_sub_grupo","co_forma_organizacao","nu_competencia_min","nu_competencia_max","qt_registro","qt_no_procedimento","no_procedimento","tp_complexidade","tp_sexo","qt_maxima_execucao","qt_dias_permanencia","qt_pontos","vl_idade_minima","vl_idade_maxima","vl_sh","vl_sa","vl_sp","co_financiamento","co_rubrica","qt_tempo_permanencia","no_grupo","no_sub_grupo","no_forma_organizacao","sg_procedimento"
3677,414010221,4,14,1,200801,202301,39,1,REVISAO E TROCA DE APARELHO GESSADO EM LESAO DE OSSOS DA FACE,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,REETRDEA
3678,414010230,4,14,1,200801,202301,46,1,SEPTOPLASTIA REPARADORA NAO ESTETICA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,SERENAES
3679,414010248,4,14,1,200801,202301,41,1,TRATAMENTO CIRURGICO DE ANQUILOSE DA ARTICULACAO TEMPORO-MANDIBULAR,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,TRCIDEAN
3681,414010264,4,14,1,200801,202301,41,1,TRATAMENTO CIRURGICO DE FISTULA BUCO-SINUSAL EM PACIENTE C/ DEFORMIDADES CRANIO-FACIAIS,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,TRCIDEFI
3683,414010280,4,14,1,200801,202301,41,1,"TRATAMENTO CIRURGICO DE OSTEOMA, ODONTOMA /OUTROS TUMORES","1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,TRCIDEOS
3684,414010299,4,14,1,200801,202301,39,1,TRATAMENTO CIRURGICO EM OSSOS DA FACE,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,TRCIEMOS
3685,414010302,4,14,1,200801,202301,39,1,TRATAMENTO CIRURGICO EM OSSOS DO NARIZ,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,TRCIEMOS
3686,414010310,4,14,1,200801,202301,39,1,TRATAMENTO CIRURGICO NO ARCO ZIGOMATICO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,TRCINOAR
3688,414010337,4,14,1,200801,202301,39,1,TRATAMENTO DE FRATURA DA MANDIBULA (POR HEMIFACE),"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,TRDEFRDA
3693,414020014,4,14,2,200801,202301,41,1,ALVEOLOTOMIA / ALVEOLECTOMIA (POR ARCO DENTARIO),"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Cirurgia oral                                                                                       ,ALALPOAR
3702,414020103,4,14,2,200801,202301,41,1,EXCISAO DE CALCULO DE GLANDULA SALIVAR,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Cirurgia oral                                                                                       ,EXDECADE
3703,414020111,4,14,2,200801,202301,41,1,EXCISAO DE GLANDULA SUBMANDIBULAR / SUBMAXILAR / SUBLINGUAL,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Cirurgia oral                                                                                       ,EXDEGLSU
3710,414020189,4,14,2,200801,202301,39,1,IMPLANTE DENTARIO OSTEOINTEGRADO EM PACIENTE C/ ANOMALIAS CRANIO-FACIAIS (POR UNIDADE),"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Cirurgia oral                                                                                       ,IMDEOSEM
3711,414020197,4,14,2,200801,202301,41,1,IMPLANTE OSTEOINTEGRADO EXTRA-ORAL BUCO-MAXILO-FACIAL,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Cirurgia oral                                                                                       ,IMOSEXBU
3714,414020227,4,14,2,200801,202301,41,1,RECONSTRUCAO DE SULCO GENGIVO-LABIAL,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Cirurgia oral                                                                                       ,REDESUGE
3715,414020235,4,14,2,200801,202301,41,1,RECONSTRUCAO PARCIAL DO LABIO TRAUMATIZADO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Cirurgia oral                                                                                       ,REPADOLA
3717,414020251,4,14,2,200801,202301,41,1,REMOCAO DE CISTO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Cirurgia oral                                                                                       ,REDECI
3718,414020260,4,14,2,200801,202301,41,1,REMOCAO DE CORPO ESTRANHO DA REGIAO BUCO-MAXILO-FACIAL,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Cirurgia oral                                                                                       ,REDECOES
3720,414020286,4,14,2,200801,202301,41,1,REMOCAO DE FOCO RESIDUAL,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Cirurgia oral                                                                                       ,REDEFORE
3722,414020308,4,14,2,200801,202301,41,1,RETIRADA DE MATERIAL DE SINTESE OSSEA / DENTARIA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Cirurgia oral                                                                                       ,REDEMADE
3723,414020316,4,14,2,200801,202301,41,1,SELAMENTO DE FISTULA CUTANEA ODONTOGENICA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Cirurgia oral                                                                                       ,SEDEFICU
3724,414020324,4,14,2,200801,202301,41,1,SINUSOTOMIA MAXILAR UNILATERAL,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Cirurgia oral                                                                                       ,SIMAUN
3725,414020332,4,14,2,200801,202301,39,1,TRATAMENTO CIRURGICO DE DENTE INCLUSO EM PACIENTE C/ ANOMALIA CRANIO-FACIAL,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Cirurgia oral                                                                                       ,TRCIDEDE
3726,414020340,4,14,2,200801,202301,41,1,TRATAMENTO CIRURGICO DE FISTULA INTRA / EXTRA-ORAL,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Cirurgia oral                                                                                       ,TRCIDEFI
