"co_seq","co_cid","no_cid","co_capitulo","no_capitulo","ds_titulo_capitulo","co_categoria","no_categoria","ds_agrupamento","co_seq_diretriz"
13017,Y255,"Contato com material explosivo, intencao nao determinada - areas de comercio e de servicos ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y25,"Contato com material explosivo, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12994,Y234,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada - rua e estrada ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12995,Y235,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada - areas de comercio e de servicos ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12996,Y236,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada - areas industriais e em construcao ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12997,Y237,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada - fazenda ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12998,Y238,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada - outros locais especificados ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12999,Y239,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada - local nao especificado ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13000,Y24,"Disparo de outra arma de fogo e de arma de fogo nao especificada, intencao nao determinada",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y24,"Disparo de outra arma de fogo e de arma de fogo nao especificada, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
831,B812,Tricostrongilose ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B81,"Outras helmintiases intestinais, nao classificadas em outra parte",Helmintiases (B65-B83),
12764,Y017,Agressao por meio de projecao de um lugar elevado - fazenda ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y01,Agressao por meio de projecao de um lugar elevado,Agressoes (X85-Y09),
13001,Y240,"Disparo de outra arma de fogo e de arma de fogo nao especificada, intencao nao determinada - residencia ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y24,"Disparo de outra arma de fogo e de arma de fogo nao especificada, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13002,Y241,"Disparo de outra arma de fogo e de arma de fogo nao especificada, intencao nao determinada - habitacao coletiva ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y24,"Disparo de outra arma de fogo e de arma de fogo nao especificada, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
491,B052,Sarampo complicado por pneumonia (J17.1*) ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B05,Sarampo,Infeccoes virais caracterizadas por lesoes da pele e mucosas (B00-B09),
227,A418,Outras septicemias especificadas ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,A41,Outras septicemias,Outras doencas bacterianas (A30-A49),
13004,Y243,"Disparo de outra arma de fogo e de arma de fogo nao especificada, intencao nao determinada - area para a pratica de esportes e atletismo ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y24,"Disparo de outra arma de fogo e de arma de fogo nao especificada, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13006,Y245,"Disparo de outra arma de fogo e de arma de fogo nao especificada, intencao nao determinada - areas de comercio e de servicos ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y24,"Disparo de outra arma de fogo e de arma de fogo nao especificada, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13007,Y246,"Disparo de outra arma de fogo e de arma de fogo nao especificada, intencao nao determinada - areas industriais e em construcao ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y24,"Disparo de outra arma de fogo e de arma de fogo nao especificada, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13009,Y248,"Disparo de outra arma de fogo e de arma de fogo nao especificada, intencao nao determinada - outros locais especificados ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y24,"Disparo de outra arma de fogo e de arma de fogo nao especificada, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
221,A410,Septicemia por Staphylococcus aureus ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,A41,Outras septicemias,Outras doencas bacterianas (A30-A49),
13010,Y249,"Disparo de outra arma de fogo e de arma de fogo nao especificada, intencao nao determinada - local nao especificado ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y24,"Disparo de outra arma de fogo e de arma de fogo nao especificada, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13012,Y250,"Contato com material explosivo, intencao nao determinada - residencia ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y25,"Contato com material explosivo, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
430,A920,Febre de Chikungunya ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,A92,Outras febres virais transmitidas por mosquitos,Febres por arbovirus e febres hemorragicas virais (A90-A99),
13016,Y254,"Contato com material explosivo, intencao nao determinada - rua e estrada ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y25,"Contato com material explosivo, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13018,Y256,"Contato com material explosivo, intencao nao determinada - areas industriais e em construcao ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y25,"Contato com material explosivo, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13019,Y257,"Contato com material explosivo, intencao nao determinada - fazenda ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y25,"Contato com material explosivo, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13021,Y259,"Contato com material explosivo, intencao nao determinada - local nao especificado ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y25,"Contato com material explosivo, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13022,Y26,"Exposicao a fumaca, fogo e chamas, intencao nao determinada",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y26,"Exposicao a fumaca, fogo e chamas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13023,Y260,"Exposicao a fumaca, fogo e chamas, intencao nao determinada - residencia ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y26,"Exposicao a fumaca, fogo e chamas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13024,Y261,"Exposicao a fumaca, fogo e chamas, intencao nao determinada - habitacao coletiva ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y26,"Exposicao a fumaca, fogo e chamas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13025,Y262,"Exposicao a fumaca, fogo e chamas, intencao nao determinada - escolas, outras instituicoes e areas de administracao publica ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y26,"Exposicao a fumaca, fogo e chamas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13601,Z102,Exame geral de rotina de pessoas das forcas armadas ,21,Capitulo XXI,Fatores que influenciam o estado de saude e o contato com os servicos de saude,Z10,"Exame geral de rotina (""check up"") de uma subpopulacao definida",Pessoas em contato com os servicos de saude para exame e intestigacao (Z00-Z13),
5141,L670,Tricorrexe nodosa ,12,Capitulo XII,Doencas da pele e do tecido subcutaneo,L67,Anormalidades da cor e do pediculo dos cabelos e dos pelos,Afeccoes dos anexos da pele (L60-L75),
1168,C491,"Tecido conjuntivo e tecidos moles dos membros superiores, incluindo ombro ",2,Capitulo II,Neoplasias [tumores],C49,Neoplasia maligna do tecido conjuntivo e de outros tecidos moles,Neoplasias [tumores] malignas(os) do tecido mesotelial e tecidos moles (C45-C49),
1169,C492,"Tecido conjuntivo e tecidos moles dos membros inferiores, incluindo quadril ",2,Capitulo II,Neoplasias [tumores],C49,Neoplasia maligna do tecido conjuntivo e de outros tecidos moles,Neoplasias [tumores] malignas(os) do tecido mesotelial e tecidos moles (C45-C49),
13026,Y263,"Exposicao a fumaca, fogo e chamas, intencao nao determinada - area para a pratica de esportes e atletismo ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y26,"Exposicao a fumaca, fogo e chamas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13400,Y71,"Dispositivos (aparelhos) cardiovasculares, associados a incidentes adversos",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y71,"Dispositivos (aparelhos) cardiovasculares, associados a incidentes adversos",Incidentes adversos durante atos diagnosticos ou terapeuticos associados ao uso de dispositivos (aparelhos) m¿dicos (Y70-Y82),
13027,Y264,"Exposicao a fumaca, fogo e chamas, intencao nao determinada - rua e estrada ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y26,"Exposicao a fumaca, fogo e chamas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13028,Y265,"Exposicao a fumaca, fogo e chamas, intencao nao determinada - areas de comercio e de servicos ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y26,"Exposicao a fumaca, fogo e chamas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13029,Y266,"Exposicao a fumaca, fogo e chamas, intencao nao determinada - areas industriais e em construcao ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y26,"Exposicao a fumaca, fogo e chamas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13030,Y267,"Exposicao a fumaca, fogo e chamas, intencao nao determinada - fazenda ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y26,"Exposicao a fumaca, fogo e chamas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13031,Y268,"Exposicao a fumaca, fogo e chamas, intencao nao determinada - outros locais especificados ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y26,"Exposicao a fumaca, fogo e chamas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13138,Y367,Operacoes de guerra envolvendo armas quimicas e outros meios de combate nao-convencionais ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y36,Operacoes de guerra,Intervencoes legais e operacoes de guerra (Y35-Y36),
13034,Y270,"Exposicao a vapor de agua, gases ou objetos quentes, intencao nao determinada - residencia ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y27,"Exposicao a vapor de agua, gases ou objetos quentes, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13035,Y271,"Exposicao a vapor de agua, gases ou objetos quentes, intencao nao determinada - habitacao coletiva ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y27,"Exposicao a vapor de agua, gases ou objetos quentes, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12593,X861,Agressao por meio de substancias corrosivas - habitacao coletiva ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,X86,Agressao por meio de substancias corrosivas,Agressoes (X85-Y09),
13036,Y272,"Exposicao a vapor de agua, gases ou objetos quentes, intencao nao determinada - escolas, outras instituicoes e areas de administracao publica ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y27,"Exposicao a vapor de agua, gases ou objetos quentes, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13037,Y273,"Exposicao a vapor de agua, gases ou objetos quentes, intencao nao determinada - area para a pratica de esportes e atletismo ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y27,"Exposicao a vapor de agua, gases ou objetos quentes, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
431,A921,Febre de O'nyong-nyong ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,A92,Outras febres virais transmitidas por mosquitos,Febres por arbovirus e febres hemorragicas virais (A90-A99),
13038,Y274,"Exposicao a vapor de agua, gases ou objetos quentes, intencao nao determinada - rua e estrada ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y27,"Exposicao a vapor de agua, gases ou objetos quentes, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
896,B962,"Escherichia coli [E. Coli], como causa de doencas classificadas em outros capitulos ",1,Capitulo I,Algumas doencas infecciosas e parasitarias,B96,"Outros agentes bacterianos, como causa de doencas classificadas em outros capitulos","Agentes de infeccoes bacterianas, virais e outros agentes infecciosos (B95-B97)",
897,B963,"Haemophilus influenzae [H. influenzae], como causa de doencas classificadas em outros capitulos ",1,Capitulo I,Algumas doencas infecciosas e parasitarias,B96,"Outros agentes bacterianos, como causa de doencas classificadas em outros capitulos","Agentes de infeccoes bacterianas, virais e outros agentes infecciosos (B95-B97)",
